HUISNR,PC
145,4870AC
15,3197LG
134,3012NC
10,5455GE
8,3381LN
10,2991LK
1,5707HN
1,3906AX
39,1067MG
35,3194DH
610,1069EE
13,6213JK
10,5928PN
42,7461TW
37,3089KA
18,5916PH
23,3791VE
15,3197LG
54142,3008JC
83,3063NH
1063,2410CB
11,5045KV
268,3331ML
1,3207KJ
100,4381BX
36,3904HP
13,7541ZJ
6,5048CB
33,3295KG
105,1092KL
40,7825AC
625,3011XZ
252,1900AG
15,1681PG
39,3053JR
7,6191XL
48,3161KG
28,6081BL
28,6081BL
23,5321GW
74,2729AT
43,1187SG
84,3197LH
1159,3000BD
56,3067MR
16,2678KB
40116,6504AC
19,4301XZ
1,2761EH
592,3063KL
2,5321JJ
15,1111AZ
2,3449JA
130,3012NC
72,4940AB
104,5056ZJ
20,1047BM
31,4510AA
3000,4200EA
7,8075ZG
751,3131KX
58,4930AB
21,3011GK
60,3026TV
28,3077AL
1488,9701BL
11,4561XZ
54,2731BM
5,9738AM
1447,9701BK
28,4793RV
361,3925CB
27,4707BN
8,7323HZ
22,2991LN
21290,3001AG
23,2984BE
7,4254ZG
81,3011EM
19,2318XJ
10000,3505AA
15,2992LA
159,3072NB
9,2402WC
3,5048AS
199,1118BG
40,2152HE
136,6004HT
40,3071NB
6041,4836LA
20,2665MT
3,3207ZE
8,9979XJ
59063,3008PB
1050,1430BB
5,4791VC
1,1696AJ
17,7534KE
170,3220AD
16,2717BZ
15,1183GX
271,3031BB
62,3341LJ
63,2910AB
20,1023XH
13,1161VX
48,5170AA
14,3203BK
48,8309CA
1,9693AB
103,2801KG
36,3192WE
10,1972PW
29,3262AA
47,1432CG
10,4387AK
11063,1001GB
43,5644EP
46,3194DJ
93,1042BA
10,3197KC
5,3565CH
655,2131LN
43,4691DB
8,3255XN
1,6931SG
8,5014SJ
1331,3430BH
6475,4836LH
6475,4836LH
154,4624XN
5,6905BH
51,1741BV
1126,1967DA
13,1437EK
111,2132LS
18,8914AS
41,3088GB
407,2990AK
36,3181VC
91,4611WJ
15,3461HW
58,1075TH
648,3071AB
574,1017CJ
5,1422XS
29,2132MT
121,2903PD
74,9672BH
1159,3000BD
23,1432PN
29,3417BP
13,4614RX
58,3221AK
63,6584AG
81,2901JB
4,6411KS
1159,3000BD
7,3047AN
38,4611AJ
26,6604BV
36,3363EL
1002,3330CA
90,5684NL
1,3334KE
52,2987VE
112,5705CL
173,3190AD
244,3190AE
105,3088GC
46,3077AW
81,2920AB
2,4814DB
17,2908LJ
22,3133KS
13,1814GA
20,2514JK
2,4814DB
34,6363BV
16,3299XB
30,1191KV
136,3962AL
81152,3009GD
149,3271KB
39,3130AA
1,1118CL
55,1975AG
6,6065BP
36,1185BH
30,4611BZ
33,3073DL
22,4797ZG
136,3133EA
9,3208KJ
63,2211WH
77,4140AB
1,2665NP
413,2592RM
53,5341RB
132,3194AM
10,2153GB
52,2132MR
12,4251EN
62,7450AB
62,7450AB
250,9930AG
41,3194AA
65,1221JZ
16,2994LD
1488,9701BL
21,3069WH
67,1103MB
22,6533SH
28,3291CE
64,3771ME
8,1118DX
538,4870AM
4,9351ZR
235,8459BN
51,7547SN
751,3131KX
8,1437EN
14,5644NK
629,3300AP
31,2131HB
9,3161KT
389,2740AJ
28,2132MR
16,3125BN
244,3190AE
88,1507DH
6729,6503GE
53,1190AB
80,5042KL
47,1271BG
93,1106HC
34,9641HV
34,6641KZ
13,3274KK
4,6181DN
83,4651CC
34,3311LR
231,9205AL
12,1118CL
11,1541AA
95,3072AP
53,6270AB
20,5617BC
160,2593VP
26,5528NB
16,8331TK
37,8239DK
218,4707AT
40,7532RB
79,3930EB
8,3016DE
200,1097JB
4,3421BJ
1007,1077XX
613,3024EP
6,3525EM
28,5541BC
14,1339NB
123,9930AC
185,2990AD
7,1118EE
75625,1118ZR
75702,1118ZT
29,8251PP
94,5751HH
19,2909LH
75614,1118ZR
14,6051EC
7776,1118ZM
7776,1118ZM
43,5657EA
51,3161EB
4,3208LC
77,5121JB
17,3113AP
2,4814DB
6,4061BH
39,8013AB
52,7963BZ
61,2152EX
29,3851SL
58,2991LK
45,4901VA
4,2465BX
30,3199LB
49,9625PA
206,3067GJ
6505,4836LD
14,8304AW
5014,1802TA
104,5701GV
407,2990AK
8,3016DE
31,1118DT
1,4811CA
27,2531VC
5,4530AA
50,2153PL
32,6666HP
50,3194AB
6,2980AA
6,3124SG
262,2525ZH
13,4904MB
19,1607ML
700,3083AS
700,3083AS
2527,6604LM
20,1119NR
20,2984AT
2,4143HM
117,2515BL
84182,3009CD
39,3274LN
83,3355EB
33,9861AW
2,1118DS
10,4251NS
17,1483BV
72,2671JR
91,4875AJ
91,1561DG
85,3200AB
78,1503CA
3,1211JT
38,1118LD
38,1118LD
146,2691BN
5155,3008AD
365,1437CG
63,3088GB
1154,3600BD
44,7576EE
7,2871RK
342,3142LM
81,1441RS
104,6900AC
52,2991VD
55,8484KG
74,4024HJ
31,3372BE
8,5047RC
18,3013AP
1,8939CJ
119,7514DP
132,5928RH
17,3711DA
72,3731EJ
43,3350AA
137,1018RG
87,2316ZL
12,1446TA
4143,2980GC
333,1077XX
1123,3000BC
13,3251NG
10,2717BP
5,5993XV
37,3087AD
16,2584TX
15,7587RL
10,1241BK
95,3067GC
95,3067GC
7481,3280AG
13,4284XA
7,4436RT
28,2025RJ
57,8075PB
46,3316BP
52,6903TE
20,4907PP
10,2172BW
129,1091GL
3,7711ES
7,2522NA
1,1046BM
3,2584HW
200,3084CB
8,2548VM
102,3111PX
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
36,1042AA
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
36,1042AA
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
22,8757JS
26,1076AR
150,1098XA
6,3197LD
199,3161PG
440,2980AK
4,3208KJ
144,3361GM
11,3056LV
63,4631RN
70,5342LP
6467,4836LH
21,4024HK
315,7000AH
28,2132MR
29,3069AJ
203,3132PE
39,3237LB
9,3124LB
8,3016DE
67,3073DV
531,3072AE
52,5768GD
35,3151JK
28,2676LL
6,5521DJ
43,3350AA
108,4128BP
5,6372TN
17,1773AB
107,2511DP
7,5706LM
4803,5953ZL
173,3072AP
4143,2980GC
4,3871MV
305,1118BJ
63,8320AB
9,1118DT
59357,1040KJ
114,3544RB
22,1731RG
42,3436AD
1143,1430BC
6,3824CP
58,3284KT
58,3284KT
14,1525RB
32,1094NV
41,2532AE
6,5757RN
86,5480AB
92,5080AB
444,5500AK
46,5311BA
221,2562RK
1068,1430BB
543,1435BR
18,4751XE
522,3011TA
1159,3000BD
1159,3000BD
22,8041AH
46,1505HH
17,1483BM
3,3433PJ
120,3421XT
3,5047TM
15,5928SJ
1,5041GN
10,4554MB
5,3297DB
402,5049ET
30,1118LD
827,2132NG
109,4813HG
5019,3008AA
28,1446WX
14,3079NS
95,1112AW
19,3861NC
2,3851PA
21,7671EG
44,5268HH
263,2941BL
9430,3007AK
570,3300AN
60,2991XT
14,4903PA
17,2548WL
43,4791AJ
2,1943LD
7,3051BP
10,6436BW
17,6902PB
17,6902PB
17,6902PB
2,4761RL
1,2132WT
49,4711CW
15,3161GN
56,3861LX
1519,3800BM
2,3115JE
409,1000AK
243,3190AE
21,1382GT
32,7591BT
75,2260AB
10,4817BL
32,3832RC
21,1118LA
663,2130AR
750,3014DA
297,2800AG
1,5051WZ
9,5142PP
30,2993RL
30,6534AJ
32,7941KE
4,3208LC
1,1118AP
50,6241ND
98,7316GG
161,6441XD
5,3853XH
15,3047AK
12,3449JD
30,3088GT
35,4851CA
107,9700AC
24,5046MB
16,2680AA
4,2925SK
2599,1000CN
19,4731CZ
3,8043EJ
3,4944VL
6,3812RZ
2,4283JH
6,3261NB
1,5928NV
16,2992HD
2027,7801CA
42,3114NM
6,4782SK
102,3062ME
10,1013BJ
2,2512GP
120,2640AC
24,1251ZR
141,8091BT
75836,1118ZZ
75836,1118ZZ
82,2992XC
92,3194DK
1,4462HC
1,4462HC
4,3151ZD
15,5657EM
6023,4836LA
5,4791VC
1,3068GH
25,3371HE
73,3342GE
66,2564SR
49,1781AL
6,6598AV
21,3088EC
946,6603CR
42,7512ZR
70,4780AB
42,1329BB
23,3194DD
23,3194DD
8,2984AX
52,2987VE
52,2987VE
84,1018AR
0,
13,2994HW
17,4817BL
2,1942LD
52,2987VE
1144,3330CC
15,7942JC
48,9580AA
41,4382NV
6,3945PB
15,3065DA
56,3241LR
28,5275LC
73,9645BM
79,1165MK
12,2161VX
63,4205HC
55177,3008ED
409,1000AK
15,2651RM
11,2391PZ
55,8484KG
121,2542CD
203,7557GK
2,4814DB
61,3000AB
105,9930AC
11,3941GD
38,4611AJ
9,4931NA
12,4817ZZ
9,5492NL
29,2926RG
82,2992ZG
28,5916PJ
8,7468DL
5,3888NV
141,6811HD
19,4250DA
19,4250DA
150,6222NM
2,2676LL
1,3436RR
5541,3270AA
69,6921RZ
401,5462GH
263,5911AC
30,3071PR
40,3903WH
1,5161WH
68,6591GK
7087,5980AB
8,1047HP
6,2802GH
17,4284EZ
23,3344BA
57,2941GN
135,4584LH
30,2131HC
36,3992LS
65,3833GL
36,3029AP
64,2153PL
32,1044AN
9008,3007AA
2,3207KJ
17,1948ND
742,2909VA
55,3088ED
18,3223HL
1,2662DA
250,2571PJ
21,1014BA
2,4791RN
263,5464PE
2,2512GP
7,5555XN
33,2595AM
14,1411AT
34,7546NB
7,7545LZ
1,3925RG
2,3045AK
17,1788AX
482,1067XR
6,8899BN
33,1735HM
10,2661DB
33,2595AM
6,9723JV
23,3088HB
7,3161GR
59236,3008PE
32,6920AA
7,2841DA
425,2952DE
1158,6546AS
18,3207WZ
7,5405AS
50,1118LE
113,1645RM
225,2665MR
5,3034KH
13,3125AH
39,8111AC
8,3137ZA
106,2986HA
48,3295AN
86,3197LH
15,4223SG
74,3881HE
34,8161PG
7,5026SP
15,2033AA
3617,1788MH
43,4926CK
52,6600AB
38,3011BM
10,3344EJ
3,6595AP
155,3087AG
244,3190AE
1,3334KE
1022,3083LX
1,4941TA
11,4751SM
59041,3008PA
4,2908LM
27,7324BR
23,5347JX
4,8448CD
9,2908LT
51,3199LK
25,3355ER
209,1813DH
7,3161GR
6042,5960AA
651,3076GE
3136,5930AC
2599,1000CN
10,5914CH
202,3100AE
36,3143CT
166,3607RL
111,4850AC
41,3194AA
40226,3504AA
15,2033AP
15,2033AP
8,3011JJ
4,7924PA
110,7665SE
33,2681HZ
155,8200AD
80,1047HM
10000,3505AA
10000,3505AA
38,2408AN
41,3194AA
1808,2541GB
19,5051GS
8,2242LW
17,5931JJ
2,1118LK
11,3881LA
31,2993LM
4,7773NH
12,5652BH
24,1948AM
5,4690AA
1,5652LA
59,6590AB
45,3200AA
45,3200AA
45,3200AA
333,4870AH
16,3162RB
10,3124CL
79,2950AB
14,9974SL
153,2831AD
151,1043GR
6,4791AA
7,1047BA
3,2181GP
275,3314GN
4,5991EM
22,5754GK
3,3208LA
23,3825RT
46,3065HB
54,7397ND
54,7397ND
2,8013RN
7,2909LJ
14,3364AD
56,3861LX
27,5552PH
114,7391ZD
8,1097GE
258,7770AG
303,2342BP
1,1981LA
32,1119NZ
32,7572PH
1081,5140CB
115,6669MG
46,2141BX
1,6045JC
2,7625SP
19,7008AS
16,1325TA
24,6222NE
35,7061XV
10,2661DB
45,7556LV
20,7325WZ
24,5629HR
2,5085NB
1,4003DX
6,4033AA
55,3514TB
18,5721RD
8,5753PM
38,2411ME
10,3231XS
95,3012KG
95,3012KG
95,3012KG
95,3012KG
6284,4836LG
47,7771XB
4,2908LT
12,7575EB
167,1075GX
53,6291EL
5,7333NZ
21,3115HE
111,3087AE
21,3115HE
9,9672BG
32,6666HP
16,1171SP
81,3453PM
83,3316AK
4,4104AK
7,9717ET
15,4261AA
5,7261AS
41,3194AA
37,2678DN
9069,3301AB
24,4706VB
52,2586SK
130,3194AM
11,8884HG
247,1432GK
5257,4814RD
55,2284AB
14,4714RR
14,4714RR
514,1082PR
57,1086VJ
47,6034RJ
17,5331XE
4,2925SK
13,1437EK
8,1611HT
45,3088HB
1303,1300BH
1303,1300BH
105,3543AC
63,6545AB
13,3208LE
3,3208LA
35,5701CD
333,1077XX
11,5651GK
17,6462HG
111,4021AG
20,3411JE
7,7006TJ
7,3815KP
18,5396PX
24,8071CE
8,3232HE
68,3853VD
60,3845LA
2,4128LJ
742,2132NL
9,4251NR
39,3194DD
5,2922GR
75,5431DJ
9,4661TW
9,4661TW
57,2761BR
49,1053XT
9,1454AP
161,3071NR
723,1067SV
935,3071AL
12,7575EB
84,5720AB
7,5854PP
11,2182DV
1,3281XH
11,2628BZ
799,3607MZ
188,1171MN
7,5221EE
71,5922VK
49,3411ZH
21,1043AM
83,3087BM
5,3351JK
76,2403HR
15,3087BG
17,5625AB
1,2805KN
4,3135JL
39,7006RA
23,5051ED
6295,4836LG
31,5341PA
39,2013PH
26,2982CM
26,2982CM
1,5912BW
354,3341BP
1,5813BN
119,3071NK
60,3454PW
64,1431WZ
2,8501ST
2,8501ST
28,1446XA
62,1817ER
15,3161GN
17,3235BN
2,6093CR
17,3771NB
50,3231VJ
1,3165AA
1,3161GR
285,1432CN
11,2991LG
56,5757AD
63,5047SE
7,8748EG
86,2992XC
7,2031BH
2,5575XC
10000,3505AA
182,3331ML
18,2627AX
29,4660AA
4,5667KT
20,2153PJ
8,6836TP
13,5467ML
32,1704RW
80,2719EK
6,6603BH
31,3621VP
22,2153GN
12,2719AR
8,5803AV
52,2991VD
25,9936EA
23,2272NA
5,3016CK
326,1186DJ
29,4877AE
2,1118LK
20,5928LC
23,3335LR
19,5237LN
20,7007CJ
26,2211EH
32,2729GH
22,1332AJ
100,3431CB
1,4818HV
52,3542AW
26,2405GX
398,2983GS
8,5481HN
66,7772KB
19,7942JC
53,6006CN
10,6031SP
9,5531AC
385,7600AJ
20,2988DB
4,2901HG
6801,4836LK
12,1438BC
70,8071CW
46,1117BC
1,4761RZ
11,1731LJ
64,3011KD
20,4338PH
36,2723RC
10,6824DG
12,9298RP
1832,4700BV
2,4706PL
2010,1104CA
13,4854AC
5,5421JM
18,8757JZ
4,4715PM
36,6035AD
39,3011TD
6,2992LA
75701,1118ZT
19,2909LH
75614,1118ZR
3,5853ES
7210,4817ZJ
66,3029AS
1,3133KJ
30,4881DR
15,1448CL
30,1992AP
31,3344AH
4,5411DK
18,2548ED
53,2906RG
3,2914TX
18,9671BW
80,3116EX
6,3772WM
95,3072AP
95,3072AP
333,1077XX
155,6005AD
61,3000AB
1,7602PR
385,7600AJ
385,7600AJ
15,8071CC
48,7555GT
63,2211WH
1,1186DS
44,3332SM
134,4463AE
37,3087AD
17,9936BP
370,2401AN
105,9930AC
3,5047TM
23,4891CL
29,2132MT
54142,3008JC
18,9671BW
299,3860AG
11,2950AA
150,4870AD
237,5617BR
3,1432DE
16,5595XK
67,1566AC
135,1119RB
158,3045PD
18,3361HJ
300,1438AN
300,1438AN
31,9606RR
36,1314AS
1,3331CD
403,7534JZ
82,1017AC
7,7545LZ
7400,3000HK
40,5657DB
225,8440AE
2,2691ZZ
1,3646BA
7,3812PV
4795,4803ET
8,4251LC
18,2132MS
514,1082PR
139,1355AN
5,4721SE
28,3261PC
6258,4836LG
14,7904LG
141,8091BT
37,3222AG
23144,3001KC
2,8523NB
134,1824LD
58,4771RS
136,1046BD
8,3016BB
81,3023JA
91,1102BP
2,9665PM
2,2676LL
2,2676LL
152,3331MA
21,6127BH
21,6127BH
85,5853AB
10,3381KJ
54070,3008JB
178,1046AB
65,4400AB
1,2665NP
6,2565NS
20,1433JR
77,2408RW
9,8171BK
406,7327BT
206,3083BZ
1,3261PC
4,4797AX
200,3084CB
17,2404CE
47,3115JD
28,3261GA
1,3849BM
28,3206GR
96,2661GX
32,1567GT
107,3194DC
8008,3605LW
9,7418BZ
31,3333AT
31,3571GL
224,2593NP
1625,3600BP
31,3161BE
69,3351LJ
7,2135KS
115,5431JR
65,2563XL
7,4731DK
7,4731DK
15,1412GN
36,2252TR
365,1437CG
5,2421LE
60,3454PW
13,9102EJ
87,1544MJ
701,1114AB
909,1780AX
33,1463HC
57,2992SB
20,3087BD
24,3452DL
184,1062XK
77,4827MA
1,7202BV
10,3031SW
2120,7420AC
2120,7420AC
72,2992SR
1,2987VD
5,4791VC
37,2132RJ
66,1161AK
2,8321MD
1,8321WS
49,8252JN
7,4436RT
113,3086GH
32,1704RW
36,3029AP
155,5616TW
8,4651KP
8,2665MT
103,6130AC
19,3171AP
365,2545SX
24,4705AA
94,2522XC
40,4569TL
12,4251NL
35,2904SE
16,3453NK
102,6721WZ
25,4251DJ
22,2991LN
6,4879AJ
49,2665NT
64,3237AX
3,5047TL
3005,2440AA
11,3023PG
300,1438AN
219,1118BH
2,1438BB
15,9736RB
4,1056RZ
3,3833LB
854,4600AW
2,3016BB
2,3016BB
2,3016BB
2,3016BB
1,4513AA
57,3069BT
668,2493WZ
2,3016BB
20,3247BB
10,5928PN
13,5347JR
1074,1325AH
146,1057DB
316,6199ZN
9,5626DC
40227,3504AA
91125,3007MC
124,5140AC
66,1511JC
66,1511JC
509,2900AM
18,4751HN
948,2136NH
33,4133BA
139,4708AJ
72,2551MD
1,5506EM
16,3071AE
398,2990AJ
267,1435CJ
9,6005RG
18,4876WH
128,2211VS
11,7511ET
1,5928NV
1,4251SG
6,8281JA
158,2282NV
32,2404BR
7,4131LX
45,3053NB
8,3161GD
96036,1006EA
192,3012KN
391,1093GB
14,2741NT
114,1363DB
14,2741NT
150,4870AD
15,4416PX
100,2661CV
2,5331JD
18,3317RX
33,6199AM
1,3208KP
20,5482TG
53285,3008HG
53285,3008HG
81,3029AJ
33,4931XV
15,3197LG
16,3029AK
4,5146AG
5322,3008AH
47,8601WL
27,3192XZ
82,2992XC
6,5915PD
2,3016BB
7,2909LJ
127,3162SB
15,3161BD
22,2153GN
45,3013AK
22016,1302CA
209,7513CG
19,2909LH
54,3454PT
33,2595AM
15,5107RH
4,7672AA
41,3352XL
1547,4700BM
93,7891AD
12,3813VC
11,3821BG
21,3621VC
1,3044BC
18,7251KW
42,1338HR
20,2153PJ
160,3331MA
11,1118DT
1,4241XH
188,2150AD
58,3089KC
22,3218BJ
56,1046AE
54,2740AB
72,5341AG
49,3021KJ
713,5000AS
3,4878AH
184,3029BL
12,1531HM
737,3013AM
41,1014BV
262,1506GJ
6,8253PW
124,2974VH
100,1175RE
81,3087BM
81,3087BM
81,3087BM
81,3087BM
81,3087BM
81,3087BM
81,3087BM
81,3087BM
138,6136GV
15,3191SL
424,1019HE
20,2153PJ
40,6681LN
59041,3008PA
80,4623XS
9051,3301AB
18,3821AL
2,3016BB
5322,3008AH
46,2986JA
49,7711GG
47,7100AA
4,5513AP
33,4033BV
203,1438BG
14,7554TG
211,3063NH
11,4761RG
45,3068TJ
20,1613DK
24,3144KK
6,5501GG
5375,4814RC
60,3067XE
7,5121DN
20,4202MS
5,3208KP
105,1112WX
9,1505HW
35,1095GB
36,3143KK
333,1077XX
226,5021WR
12,3067BB
2,7437RX
8,6836TP
9,5175NV
71,1271AD
207,1034SB
152,4705RB
21,6221EE
52,1382JZ
26,5032XH
9,4004LM
3,1437EP
193,2421AZ
15,5047RE
1,5251CR
32,2992SR
4,5384VJ
44,7009AZ
33,5371MJ
13,1161AE
463,2990AL
15,3862PK
137,7251WJ
12,3016BM
25,3811WZ
2,1118LK
116,1433DD
1050,3160AG
24,3194DH
2,4671RN
15,1431BA
22,3227AL
1,4537DH
53,1101BH
6262,4836LG
41,4704RE
21,3073CJ
16,3011DJ
202,2665MR
24,5657EN
12,1713CC
246,3063TB
6,3945PB
15,2103XK
21,5441AR
45,3124SC
8,8013PL
8,6951MB
213,1119PD
10,6045GX
38,1118LD
2,7949AR
118,3067TE
18306,2132GM
14,3011KA
1444,1430BK
107,2461EV
24,4385GA
454,1017CA
62,3453TH
62,3453TH
12,4621JA
985,2545HD
67,3119NR
12,5249JS
140,2263KA
22,2910AA
25,3208LJ
57,6691GC
5,9301ZH
2,1118DS
11,3237MG
159,3527JD
8,3232HE
21,3011GK
88,9200AB
51,3199LK
40,3263RK
11,1781KL
31,2403EK
13000,1100KG
5,2651BC
83,3029AJ
106,1103JP
1419,4700BK
21,8071JG
34,4641JJ
110,7943PE
14,4064ES
1,4462HC
5,7641LH
44,3794MN
1,2131AE
7,7001BS
84,3197LH
10,7556MD
32,1704RW
26,6603AT
7,3433DJ
17,3521AZ
11,5011EW
130,6464EJ
342,1161NN
206,7328PA
5,2616LZ
1,2991LV
51,4251GE
2599,1000CN
258,3125BK
20,1432JH
13,1119NN
18,4158CV
134,3194AM
12,5953JR
15,2904AM
31,6846AT
58,4706GB
3,3297VK
83,1046AK
1,3131KA
2,3316BP
45,2461BX
937,1077XX
19,5807EA
1,4704RV
82,2287EK
21,3931NE
16,7251HR
19,7131PG
22,7461JN
7,3752LK
10,9641KH
34,3849RN
6253,4836LG
700,3083AS
5,2724CR
54,1119PW
12,6921RN
16,7731AD
2,3371NH
21548,3001AM
17,1046AR
26,2983HE
29,1271AB
59,3073JS
43,5492SM
49,2382ND
24,2254AG
37,5103BT
154,3011BH
209,1813DH
20,3438AM
15,3861NC
12,1118LA
30223,3001DE
98,3198LE
45,3631AG
26,6413NN
45,3013AK
274,2200AG
150,1273SP
99,6071PX
4803,5953ZL
34,3811BK
53,2908XA
6,4782SK
216,5251MC
15,2801VZ
53,3171EB
7,7021ND
41,3067GD
2,7587SC
2,4814RR
13,2723RS
61,3192NA
60045,1320AA
65,1976CB
3,3207ZE
14,4101BK
3,2952AP
253,2901LB
12,4251NL
41,1118DT
5,4003AV
4,4013CL
78,4834NJ
36,3143KK
14,5627DH
5,9422CX
25,2525KG
39,2586KM
5,2031BH
321,1083DD
16,1703KS
60,1101GC
35,4849CK
3,3199KT
75,2595TN
6,3961JG
13000,1100KG
49,2651BC
151,3194DC
11,3112EA
63,3352CJ
4,3016CJ
15,3197LG
164,1082LT
14,1411AT
2,2132WS
2,1067XH
60,1422MJ
2,4641HW
10,5145RG
400,7602KM
45,2461BX
6,3016DE
286,3077RD
71,7411LJ
61,3047BA
8,4128SV
146,3192AH
83,6191BC
41,1014BV
15,7695TR
0,
88,9200AB
1,8042PJ
52,5171MR
17,3214VB
246,9670AE
332,2525LV
8,3037XL
152,3047AH
130,2501CC
24,6466LZ
21,7532SK
15,2408BN
156,6006AC
370,2401AN
41,1014BV
30,2404BR
14,1483EA
17,1483BV
17,1483BM
38,1483EB
20,3125AE
1,1648HG
250,9930AG
250,9930AG
250,9930AG
250,9930AG
404,2574BV
49,3899AE
9,1636XA
38,5931PZ
9,7872PS
134,3194AM
28,3628EZ
7,4515RN
21,7395MJ
95,3341LW
20,1432JH
10,3972PR
25,6471WV
2,7587SC
15,3862PK
29,7123AB
8,2984AM
19,1976EC
22,5061KN
5,7711EP
17,5142BC
7,4501PG
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
409,1000AK
23,8191AR
47,1181NJ
28,2935AC
52,5527LB
42,8806KM
14,3417XS
7,5384VL
8,3011JJ
140,1422ZB
1,1422DR
1,1696AJ
1,3265LG
82,5751NK
29,5104JA
7,3085AA
16,1104DK
5,2134WX
5,9909BZ
18,3772TM
20,1095VL
25,4201JA
25,4201JA
25,4201JA
175,1011VM
1,2132WT
1,4147CS
244,5460AE
57,8244EE
11,8521LG
307,1012RM
10,7551BV
5,5107NH
5,5107NH
1224,1103JW
66,3076WN
29,3201SG
184,1062XK
2,4197BX
110,2515JV
140,9686PH
2,5121ML
26,3332TC
74,3162LA
263,5464PE
130,5460AC
37,4817WN
40,1424PB
82,2135NB
8,2593XB
5,5383KH
151,1043GR
30,2291ZL
111,3081NH
74,7413AS
45,1422DZ
37,3011AA
1,3821AE
11,2586EW
1,1817CE
83,3079HA
12,1531KA
96,1111PC
180,3086KS
3,7824CR
10,3221CB
2,4382NM
2,7821AH
602,1115TS
32,3088HE
45,3053NB
298,3067KW
24,6466LZ
6,5705CB
20,5411RB
142,1212AJ
134,2851CB
13,2497CZ
31,3571GL
7,6001DA
12089,3004GB
20,2153PJ
12,5467KT
110,1119PP
85,3081AB
85,3081AB
61,6744PL
11,3122AM
7,6224VM
10,1967ED
12,3155WG
16,5469EW
18,1633DE
1,7202CK
19,4816AM
102,1022WZ
17,2132WT
17,3082ZA
181,1101CN
15,7942JC
24,1076DE
19,7942JC
19,3069KW
7,2983TP
7,3903LB
7,2983TP
503,5700AM
70,2742KL
5,7333NZ
83,6191BC
28,5469PJ
100,3190AC
61,3232PP
0,
31,3043JR
23,6438HG
60,7933PG
155,3087AG
409,1000AK
409,1000AK
13,3088GN
55,3088ED
142,1504JH
1,1696AJ
17,4143HK
49,1506BR
42,7961EA
27,1012EH
27,1012EH
39,3088GB
13,1118LA
123,9930AC
123,9930AC
19,4453AJ
18,3063BX
11,6542RL
33,3119HE
1164,1270BD
93,4827CS
4,8701JG
30223,3001DE
52,3133EK
52,3133EK
2,3133KW
7,6717CR
44,6665CM
1,1437EP
1,5351PK
470,4827EH
28,3318CM
3,7132AG
2,3194DE
52,3193EN
10,2153GB
5,7261AS
17,7218AL
61,1521RW
4,3313LC
48,3411EL
32,6828PZ
70,3319GW
2,3087AR
78,2993TA
54,1119PW
5,6019CZ
32,3255BL
612,3000AP
25,3208LJ
17,8064PD
2,7722PE
19,5388AE
6,2235EK
10,3264PH
66,9204LR
17,6191KH
14,3404WS
3,3247CP
14,3404WS
7,3742HH
120,2565PA
11,1316AA
9,1069XG
11,3436BP
1,3161GR
55,3088ED
503,2132AP
13000,1100KG
27,6191NC
4,9301ZS
18,3542AV
32,7327AC
1,2404CA
10,2825BS
127,3087AE
326,1186DJ
5,3372BC
24,1277BC
81,3087BM
392,2132PZ
32,9411CD
101,1118DP
101,1118DP
7,3041JL
90,2694BP
38,1118LM
21,3221CB
79,1064HM
499,1017BT
11,3208KH
32,1704RW
424,1019HE
213,2985AR
8103,3703JD
35,4782PM
300,1438AN
6,2994LD
300,1438AN
4,8226LK
14,1101CK
85,9600AB
16,2672LC
12,3751LS
322,2652EX
142,3220AC
84,2992XC
60,4891CK
1,1437EP
43,5451HZ
18,5721RD
15,3197LG
207,2980AE
25,4691DV
4,5371MZ
12,5141EL
2,6003DG
88,3115JG
12,4661TX
140,1422ZB
2,1627LE
45,3334KA
218,4871LA
218,4707AT
218,4707AT
134,3089KC
12,3439LC
3,3621MX
4,4104AK
1120,1430BC
15,8701PG
71,4907XP
40,2516KL
38,1118LD
20,4793GB
6,1251CK
53,1101BH
88,3161HJ
14,8501XM
3,8448CE
14,2641JL
156,1102SC
81,4411PB
90,9001EJ
6,5721AA
77,6466NG
5,8091AJ
6,2041NB
431,1017DJ
61,5921CL
4,3034KG
240,3197KV
1,9041BM
26,2803PE
2,3195GB
2,4675CT
111,3087AE
146,5345SB
23,2153GK
44,7672AC
1,3161DB
12,1483MA
40,6681LN
